,AccountScore,BusinessType,Complexity,CustomerID,DateTime,DeviceRating,EquipmentPrice,MonthlyMaintenance,ProductCategory,ProductWeight,UsagePerDay,UsageType
4644,29,LLC,2,98761356,10-2017,3,8110,2101,Power Tools,67,4,3
4645,79,LLC,3,98761356,10-2017,4,2975,1611,Hilti Services,279,5,1
4646,100,LLC,1,98761356,10-2017,2,4180,4998,Contractor Services,822,20,1
4647,76,LLC,2,98761356,10-2017,5,3060,1845,Fastners Firestop Strut,792,6,3
4648,89,LLC,2,98761357,10-2017,5,5058,4179,Power Tools,716,20,2
4649,85,LLC,2,98761357,10-2017,5,6775,4847,Hilti Services,130,12,1
4650,31,LLC,2,98761357,10-2017,5,1181,4129,Contractor Services,407,22,1
4651,100,LLC,1,98761357,10-2017,4,6648,557,Fastners Firestop Strut,928,6,3
4652,38,LLC,2,98761358,10-2017,1,7279,3363,Power Tools,253,5,3
4653,58,LLC,2,98761358,10-2017,4,667,1731,Hilti Services,950,23,3
4654,27,LLC,3,98761358,10-2017,3,9275,4173,Contractor Services,264,16,3
4655,58,LLC,3,98761358,10-2017,1,3200,712,Fastners Firestop Strut,597,10,3
4656,38,LLC,3,98761359,10-2017,1,4850,3791,Power Tools,808,14,3
4657,46,LLC,1,98761359,10-2017,1,4565,649,Hilti Services,997,21,2
4658,35,LLC,2,98761359,10-2017,1,3551,4474,Contractor Services,302,11,3
4659,76,LLC,3,98761359,10-2017,4,5567,3735,Fastners Firestop Strut,262,13,3
4660,64,LLC,2,98761360,10-2017,4,1999,3101,Power Tools,829,14,2
4661,79,LLC,1,98761360,10-2017,4,1878,630,Hilti Services,534,3,3
4662,83,LLC,3,98761360,10-2017,4,2774,3750,Contractor Services,39,13,2
4663,66,LLC,3,98761360,10-2017,1,3241,3900,Fastners Firestop Strut,839,24,3
4664,23,LLC,3,98761361,10-2017,3,8027,627,Power Tools,799,23,1
4665,82,LLC,1,98761361,10-2017,4,9548,995,Hilti Services,52,19,2
4666,60,LLC,3,98761361,10-2017,5,2694,2825,Contractor Services,818,16,1
4667,46,LLC,2,98761361,10-2017,2,8183,1875,Fastners Firestop Strut,405,10,3
4668,48,LLC,1,98761362,10-2017,1,5399,1512,Power Tools,876,9,3
4669,96,LLC,3,98761362,10-2017,2,1356,526,Hilti Services,742,11,2
4670,28,LLC,1,98761362,10-2017,4,635,815,Contractor Services,726,1,3
4671,74,LLC,2,98761362,10-2017,2,3197,924,Fastners Firestop Strut,159,23,1
4672,42,LLC,3,98761363,10-2017,3,2272,1031,Power Tools,868,17,3
4673,29,LLC,1,98761363,10-2017,4,658,2243,Hilti Services,371,16,3
4674,77,LLC,3,98761363,10-2017,3,2264,4702,Contractor Services,271,4,1
4675,85,LLC,1,98761363,10-2017,1,828,3639,Fastners Firestop Strut,326,18,3
4676,41,LLC,2,98761364,10-2017,2,2793,855,Power Tools,855,3,1
4677,24,LLC,3,98761364,10-2017,2,1504,728,Hilti Services,932,18,1
4678,37,LLC,3,98761364,10-2017,2,6671,4255,Contractor Services,483,11,2
4679,66,LLC,3,98761364,10-2017,5,887,4656,Fastners Firestop Strut,453,0,3
4680,83,LLC,1,98761365,10-2017,3,6286,2250,Power Tools,228,11,1
4681,91,LLC,1,98761365,10-2017,3,9062,1812,Hilti Services,215,1,1
4682,25,LLC,2,98761365,10-2017,4,1863,988,Contractor Services,512,21,2
4683,63,LLC,1,98761365,10-2017,4,3592,4437,Fastners Firestop Strut,930,18,1
4684,74,LLC,3,98761366,10-2017,1,2174,2246,Power Tools,266,4,2
4685,37,LLC,2,98761366,10-2017,1,2905,3838,Hilti Services,195,10,1
4686,58,LLC,1,98761366,10-2017,4,1523,4550,Contractor Services,142,16,2
4687,97,LLC,3,98761366,10-2017,1,8682,623,Fastners Firestop Strut,657,8,2
4688,52,LLC,2,98761367,10-2017,2,8640,4679,Power Tools,402,18,3
4689,84,LLC,1,98761367,10-2017,3,3882,3601,Hilti Services,226,23,2
4690,36,LLC,1,98761367,10-2017,2,7640,3918,Contractor Services,778,12,1
4691,34,LLC,2,98761367,10-2017,3,7689,3269,Fastners Firestop Strut,868,4,2
4692,92,LLC,3,98761368,10-2017,2,4230,528,Power Tools,836,21,2
4693,56,LLC,2,98761368,10-2017,1,3268,783,Hilti Services,425,10,1
4694,34,LLC,2,98761368,10-2017,5,7180,3307,Contractor Services,760,16,1
4695,100,LLC,2,98761368,10-2017,3,5901,3492,Fastners Firestop Strut,505,23,1
4696,50,LLC,2,98761369,10-2017,4,1017,984,Power Tools,469,14,1
4697,46,LLC,1,98761369,10-2017,1,5646,2005,Hilti Services,265,10,1
4698,61,LLC,1,98761369,10-2017,1,2239,4241,Contractor Services,500,0,3
4699,30,LLC,2,98761369,10-2017,5,1815,837,Fastners Firestop Strut,264,24,1
4700,87,LLC,2,98761370,10-2017,2,2849,3554,Power Tools,650,6,3
4701,84,LLC,1,98761370,10-2017,3,8133,3867,Hilti Services,475,12,2
4702,74,LLC,2,98761370,10-2017,3,5771,3151,Contractor Services,593,20,3
4703,42,LLC,1,98761370,10-2017,5,2204,4798,Fastners Firestop Strut,560,13,3
4704,72,LLC,3,98761371,10-2017,5,7173,4962,Power Tools,232,9,2
4705,85,LLC,1,98761371,10-2017,2,8985,4835,Hilti Services,878,18,3
4706,61,LLC,3,98761371,10-2017,1,2933,1987,Contractor Services,313,15,2
4707,71,LLC,1,98761371,10-2017,1,2132,4533,Fastners Firestop Strut,447,6,1
4708,80,LLC,2,98761372,10-2017,3,8120,1683,Power Tools,681,17,1
4709,79,LLC,1,98761372,10-2017,3,2265,906,Hilti Services,817,15,3
4710,67,LLC,2,98761372,10-2017,1,4855,3153,Contractor Services,408,20,2
4711,44,LLC,1,98761372,10-2017,1,406,2186,Fastners Firestop Strut,997,3,3
4712,86,LLC,3,98761373,10-2017,2,5178,727,Power Tools,938,7,3
4713,43,LLC,1,98761373,10-2017,4,5139,2058,Hilti Services,719,10,1
4714,81,LLC,3,98761373,10-2017,1,3540,4397,Contractor Services,655,20,3
4715,56,LLC,1,98761373,10-2017,4,5693,3597,Fastners Firestop Strut,191,3,1
4716,32,LLC,3,98761374,10-2017,2,984,4763,Power Tools,51,3,2
4717,48,LLC,2,98761374,10-2017,1,5161,2023,Hilti Services,774,19,2
4718,21,LLC,2,98761374,10-2017,5,1379,693,Contractor Services,725,17,2
4719,100,LLC,1,98761374,10-2017,2,4311,3470,Fastners Firestop Strut,981,3,2
4720,73,LLC,1,98761375,10-2017,5,5500,4613,Power Tools,459,16,2
4721,67,LLC,1,98761375,10-2017,5,9265,4410,Hilti Services,820,16,3
4722,67,LLC,3,98761375,10-2017,1,930,3247,Contractor Services,900,16,1
4723,42,LLC,1,98761375,10-2017,2,6088,676,Fastners Firestop Strut,380,11,1
4724,37,LLC,2,98761376,10-2017,1,2897,1490,Power Tools,837,5,3
4725,58,LLC,3,98761376,10-2017,4,575,1770,Hilti Services,632,21,1
4726,72,LLC,3,98761376,10-2017,1,621,741,Contractor Services,226,17,2
4727,34,LLC,3,98761376,10-2017,4,4581,4586,Fastners Firestop Strut,635,21,2
4728,28,LLC,1,98761377,10-2017,5,3420,1599,Power Tools,738,20,3
4729,54,LLC,2,98761377,10-2017,4,6100,4156,Hilti Services,707,10,3
4730,70,LLC,3,98761377,10-2017,4,786,2258,Contractor Services,103,9,2
4731,73,LLC,3,98761377,10-2017,3,4699,1352,Fastners Firestop Strut,188,2,2
4732,63,LLC,1,98761378,10-2017,1,5486,1095,Power Tools,629,3,1
4733,46,LLC,1,98761378,10-2017,3,9018,1577,Hilti Services,935,2,2
4734,64,LLC,3,98761378,10-2017,1,7130,3717,Contractor Services,415,23,2
4735,57,LLC,3,98761378,10-2017,4,8347,3080,Fastners Firestop Strut,43,23,2
4736,64,LLC,2,98761379,10-2017,2,4193,1272,Power Tools,749,9,3
4737,40,LLC,1,98761379,10-2017,3,6638,3321,Hilti Services,863,3,3
4738,93,LLC,3,98761379,10-2017,4,9497,879,Contractor Services,782,6,1
4739,68,LLC,1,98761379,10-2017,5,3568,3609,Fastners Firestop Strut,783,13,1
4740,60,LLC,1,98761380,10-2017,3,3038,2555,Power Tools,764,14,1
4741,75,LLC,1,98761380,10-2017,2,7174,4813,Hilti Services,372,2,3
4742,100,LLC,3,98761380,10-2017,2,2280,2169,Contractor Services,566,18,2
4743,70,LLC,2,98761380,10-2017,3,4609,4213,Fastners Firestop Strut,205,23,2
4744,78,LLC,2,98761381,10-2017,1,5768,3246,Power Tools,852,18,3
4745,44,LLC,2,98761381,10-2017,2,7049,1184,Hilti Services,618,6,3
4746,98,LLC,3,98761381,10-2017,4,1754,4331,Contractor Services,720,4,1
4747,92,LLC,3,98761381,10-2017,5,1428,1185,Fastners Firestop Strut,426,8,2
4748,90,LLC,3,98761382,10-2017,3,3492,2126,Power Tools,492,21,1
4749,62,LLC,2,98761382,10-2017,1,7565,1567,Hilti Services,23,19,2
4750,84,LLC,1,98761382,10-2017,3,9319,4762,Contractor Services,907,1,2
4751,89,LLC,3,98761382,10-2017,2,2413,1440,Fastners Firestop Strut,344,8,2
4752,66,LLC,2,98761383,10-2017,2,4564,4476,Power Tools,895,18,2
4753,33,LLC,2,98761383,10-2017,5,1200,3271,Hilti Services,922,1,1
4754,90,LLC,2,98761383,10-2017,4,546,1256,Contractor Services,798,7,1
4755,47,LLC,2,98761383,10-2017,3,2746,3058,Fastners Firestop Strut,64,21,3
4756,63,LLC,3,98761384,10-2017,3,9799,792,Power Tools,90,20,3
4757,79,LLC,1,98761384,10-2017,5,469,1528,Hilti Services,53,4,3
4758,91,LLC,3,98761384,10-2017,1,4240,1943,Contractor Services,74,13,2
4759,71,LLC,2,98761384,10-2017,4,4005,2866,Fastners Firestop Strut,647,17,2
4760,51,LLC,2,98761385,10-2017,1,200,3115,Power Tools,861,7,2
4761,48,LLC,2,98761385,10-2017,5,2830,3057,Hilti Services,731,16,1
4762,47,LLC,2,98761385,10-2017,2,8706,3101,Contractor Services,311,2,2
4763,51,LLC,2,98761385,10-2017,3,9187,2171,Fastners Firestop Strut,425,22,3
4764,78,LLC,3,98761386,10-2017,4,3169,1168,Power Tools,659,6,1
4765,74,LLC,1,98761386,10-2017,4,2166,2975,Hilti Services,423,12,1
4766,94,LLC,1,98761386,10-2017,1,5160,999,Contractor Services,689,7,2
4767,71,LLC,1,98761386,10-2017,4,7754,2941,Fastners Firestop Strut,314,22,1
4768,33,LLC,2,98761387,10-2017,3,9116,4296,Power Tools,632,22,2
4769,63,LLC,3,98761387,10-2017,1,4602,2707,Hilti Services,67,18,3
4770,59,LLC,2,98761387,10-2017,2,7267,1351,Contractor Services,143,17,2
4771,46,LLC,3,98761387,10-2017,4,8524,3404,Fastners Firestop Strut,708,16,2
4772,22,LLC,3,98761388,10-2017,4,5415,953,Power Tools,209,17,1
4773,99,LLC,1,98761388,10-2017,4,2575,4298,Hilti Services,866,10,2
4774,26,LLC,2,98761388,10-2017,1,2940,2895,Contractor Services,224,21,1
4775,53,LLC,1,98761388,10-2017,5,4493,4956,Fastners Firestop Strut,305,6,2
4776,94,LLC,1,98761389,10-2017,2,8109,3157,Power Tools,322,13,1
4777,54,LLC,2,98761389,10-2017,5,1278,3333,Hilti Services,631,12,1
4778,32,LLC,1,98761389,10-2017,2,6888,1023,Contractor Services,447,2,2
4779,82,LLC,2,98761389,10-2017,1,7047,2100,Fastners Firestop Strut,180,11,1
4780,39,LLC,3,98761390,10-2017,3,758,5000,Power Tools,323,17,3
4781,23,LLC,1,98761390,10-2017,2,1405,1962,Hilti Services,498,20,2
4782,47,LLC,3,98761390,10-2017,5,2005,813,Contractor Services,385,13,2
4783,59,LLC,2,98761390,10-2017,2,5187,1281,Fastners Firestop Strut,265,22,2
4784,27,LLC,2,98761391,10-2017,4,857,660,Power Tools,576,15,1
4785,43,LLC,3,98761391,10-2017,4,4381,2882,Hilti Services,268,10,2
4786,55,LLC,2,98761391,10-2017,3,2882,3973,Contractor Services,644,11,3
4787,65,LLC,3,98761391,10-2017,4,9015,3531,Fastners Firestop Strut,41,21,3
4788,29,LLC,3,98761392,10-2017,4,8288,2669,Power Tools,831,3,2
4789,55,LLC,1,98761392,10-2017,5,2053,3615,Hilti Services,243,3,3
4790,77,LLC,3,98761392,10-2017,2,812,2258,Contractor Services,822,19,3
4791,58,LLC,3,98761392,10-2017,2,7233,4406,Fastners Firestop Strut,472,20,3
4792,93,LLC,3,98761393,10-2017,2,7606,2480,Power Tools,33,23,1
4793,76,LLC,1,98761393,10-2017,5,3032,3320,Hilti Services,650,24,3
4794,80,LLC,1,98761393,10-2017,2,1952,4134,Contractor Services,885,17,3
4795,78,LLC,2,98761393,10-2017,5,8674,1681,Fastners Firestop Strut,154,12,2
4796,80,LLC,2,98761394,10-2017,2,6003,4932,Power Tools,36,5,3
4797,27,LLC,1,98761394,10-2017,3,3015,1336,Hilti Services,749,12,2
4798,87,LLC,3,98761394,10-2017,5,5087,1036,Contractor Services,178,2,3
4799,78,LLC,3,98761394,10-2017,4,712,4944,Fastners Firestop Strut,496,17,3
4800,22,LLC,3,98761395,10-2017,1,9826,1477,Power Tools,312,15,3
4801,65,LLC,1,98761395,10-2017,3,5043,2866,Hilti Services,910,10,2
4802,35,LLC,3,98761395,10-2017,1,7792,3078,Contractor Services,228,13,2
4803,95,LLC,1,98761395,10-2017,2,4189,2597,Fastners Firestop Strut,597,2,1
4804,78,LLC,1,98761396,10-2017,3,8796,649,Power Tools,881,7,2
4805,82,LLC,1,98761396,10-2017,5,7172,1394,Hilti Services,289,9,3
4806,44,LLC,1,98761396,10-2017,1,3704,2278,Contractor Services,234,14,1
4807,49,LLC,1,98761396,10-2017,3,9335,1983,Fastners Firestop Strut,883,6,1
4808,81,LLC,3,98761397,10-2017,1,662,3187,Power Tools,352,16,3
4809,83,LLC,2,98761397,10-2017,1,4660,1833,Hilti Services,828,1,2
4810,66,LLC,3,98761397,10-2017,2,5746,2080,Contractor Services,639,9,3
4811,85,LLC,3,98761397,10-2017,3,2746,4299,Fastners Firestop Strut,437,11,1
4812,29,LLC,3,98761398,10-2017,3,7205,4622,Power Tools,495,14,1
4813,25,LLC,3,98761398,10-2017,2,5091,4859,Hilti Services,430,19,3
4814,63,LLC,2,98761398,10-2017,1,6305,3595,Contractor Services,507,8,2
4815,40,LLC,2,98761398,10-2017,1,6515,4996,Fastners Firestop Strut,887,23,1
4816,77,LLC,1,98761399,10-2017,4,5929,2628,Power Tools,793,3,3
4817,27,LLC,2,98761399,10-2017,5,8574,819,Hilti Services,575,5,3
4818,66,LLC,2,98761399,10-2017,2,8764,4220,Contractor Services,628,2,1
4819,25,LLC,3,98761399,10-2017,5,671,4613,Fastners Firestop Strut,569,1,3
4820,37,LLC,2,98761400,10-2017,4,8630,1917,Power Tools,970,3,3
4821,77,LLC,3,98761400,10-2017,4,7937,1046,Hilti Services,450,12,2
4822,92,LLC,3,98761400,10-2017,1,9506,1794,Contractor Services,360,15,1
4823,35,LLC,2,98761400,10-2017,1,2286,2473,Fastners Firestop Strut,987,10,3
4824,100,LLC,3,98761401,10-2017,5,5241,4127,Power Tools,417,8,3
4825,93,LLC,1,98761401,10-2017,2,7633,2514,Hilti Services,927,1,2
4826,24,LLC,1,98761401,10-2017,2,4655,4498,Contractor Services,822,10,1
4827,94,LLC,2,98761401,10-2017,2,2470,1199,Fastners Firestop Strut,976,17,3
4828,43,LLC,2,98761402,10-2017,1,4639,1151,Power Tools,644,20,1
4829,51,LLC,3,98761402,10-2017,5,2832,3610,Hilti Services,428,24,1
4830,33,LLC,3,98761402,10-2017,3,9384,2206,Contractor Services,505,2,2
4831,59,LLC,1,98761402,10-2017,5,2753,2380,Fastners Firestop Strut,205,2,2
4832,35,LLC,1,98761403,10-2017,1,575,4443,Power Tools,802,5,3
4833,42,LLC,3,98761403,10-2017,3,8163,4513,Hilti Services,158,21,1
4834,94,LLC,3,98761403,10-2017,4,1050,3639,Contractor Services,711,8,3
4835,32,LLC,3,98761403,10-2017,4,5206,4636,Fastners Firestop Strut,349,3,1
4836,74,LLC,2,98761404,10-2017,3,7107,3937,Power Tools,672,12,1
4837,49,LLC,3,98761404,10-2017,2,3027,2745,Hilti Services,557,5,1
4838,45,LLC,2,98761404,10-2017,1,2551,3152,Contractor Services,88,20,1
4839,42,LLC,1,98761404,10-2017,2,6164,4046,Fastners Firestop Strut,472,14,1
4840,73,LLC,1,98761405,10-2017,2,8882,3018,Power Tools,305,22,2
4841,51,LLC,2,98761405,10-2017,5,5278,2527,Hilti Services,251,18,2
4842,83,LLC,3,98761405,10-2017,1,2981,1496,Contractor Services,767,13,1
4843,72,LLC,3,98761405,10-2017,2,8050,2471,Fastners Firestop Strut,478,9,2
4844,50,LLC,3,98761406,10-2017,4,7356,964,Power Tools,764,19,2
4845,22,LLC,1,98761406,10-2017,1,4979,2097,Hilti Services,975,14,3
4846,72,LLC,2,98761406,10-2017,3,4985,3275,Contractor Services,519,24,2
4847,21,LLC,1,98761406,10-2017,5,8780,4016,Fastners Firestop Strut,559,1,2
4848,41,LLC,2,98761407,10-2017,2,2402,569,Power Tools,939,9,1
4849,88,LLC,1,98761407,10-2017,2,377,893,Hilti Services,66,24,1
4850,56,LLC,2,98761407,10-2017,5,4852,1691,Contractor Services,968,7,1
4851,57,LLC,3,98761407,10-2017,2,803,3164,Fastners Firestop Strut,1000,24,2
4852,91,LLC,2,98761408,10-2017,4,3576,660,Power Tools,388,14,3
4853,92,LLC,3,98761408,10-2017,4,4581,4405,Hilti Services,175,10,1
4854,21,LLC,1,98761408,10-2017,4,9648,2100,Contractor Services,172,8,1
4855,87,LLC,2,98761408,10-2017,4,3166,970,Fastners Firestop Strut,608,22,3
4856,99,LLC,3,98761409,10-2017,2,2927,4622,Power Tools,561,5,2
4857,77,LLC,2,98761409,10-2017,1,6715,3077,Hilti Services,143,24,3
4858,81,LLC,3,98761409,10-2017,1,3742,1423,Contractor Services,388,7,1
4859,95,LLC,1,98761409,10-2017,1,9421,1503,Fastners Firestop Strut,742,23,2
4860,95,LLC,2,98761410,10-2017,1,7321,4071,Power Tools,43,18,1
4861,88,LLC,1,98761410,10-2017,1,1498,1116,Hilti Services,950,21,3
4862,53,LLC,3,98761410,10-2017,3,7737,881,Contractor Services,468,22,3
4863,86,LLC,3,98761410,10-2017,3,6979,830,Fastners Firestop Strut,924,8,1
4864,84,LLC,3,98761259,11-2017,2,6760,3998,Power Tools,468,15,1
4865,43,LLC,3,98761259,11-2017,3,8492,788,Hilti Services,391,21,3
4866,39,LLC,3,98761259,11-2017,5,9309,4313,Contractor Services,831,7,3
4867,99,LLC,3,98761259,11-2017,3,963,2354,Fastners Firestop Strut,924,9,2
4868,32,LLC,3,98761260,11-2017,5,4682,3845,Power Tools,982,5,3
4869,54,LLC,1,98761260,11-2017,5,9703,1581,Hilti Services,603,18,3
4870,86,LLC,1,98761260,11-2017,3,9919,2179,Contractor Services,99,23,3
4871,51,LLC,1,98761260,11-2017,2,2385,1884,Fastners Firestop Strut,442,8,1
4872,87,LLC,2,98761261,11-2017,5,7887,1927,Power Tools,327,7,3
4873,30,LLC,1,98761261,11-2017,5,7417,2529,Hilti Services,678,12,1
4874,85,LLC,1,98761261,11-2017,1,3863,4546,Contractor Services,108,2,2
4875,50,LLC,2,98761261,11-2017,4,9360,3088,Fastners Firestop Strut,870,9,3
4876,33,LLC,1,98761262,11-2017,5,8854,3319,Power Tools,1000,17,3
4877,33,LLC,1,98761262,11-2017,1,3597,4554,Hilti Services,327,0,2
4878,62,LLC,2,98761262,11-2017,4,2946,4315,Contractor Services,444,6,2
4879,51,LLC,2,98761262,11-2017,5,6415,1775,Fastners Firestop Strut,821,12,1
4880,93,LLC,2,98761263,11-2017,3,1795,4593,Power Tools,43,9,2
4881,40,LLC,3,98761263,11-2017,1,8877,1506,Hilti Services,765,3,2
4882,48,LLC,1,98761263,11-2017,2,5848,3763,Contractor Services,135,11,3
4883,47,LLC,3,98761263,11-2017,1,396,2694,Fastners Firestop Strut,548,2,3
4884,27,LLC,3,98761264,11-2017,4,688,2842,Power Tools,376,18,3
4885,50,LLC,2,98761264,11-2017,5,4428,664,Hilti Services,399,13,3
4886,67,LLC,2,98761264,11-2017,3,2885,1692,Contractor Services,705,11,1
4887,78,LLC,3,98761264,11-2017,3,3774,1111,Fastners Firestop Strut,161,24,2
4888,65,LLC,3,98761265,11-2017,3,5812,1985,Power Tools,858,2,1
4889,99,LLC,2,98761265,11-2017,1,8853,1725,Hilti Services,376,23,3
4890,27,LLC,3,98761265,11-2017,2,1946,4110,Contractor Services,176,13,3
4891,96,LLC,3,98761265,11-2017,4,6722,3044,Fastners Firestop Strut,454,13,3
4892,86,LLC,2,98761266,11-2017,2,8235,2775,Power Tools,419,3,1
4893,29,LLC,2,98761266,11-2017,1,7632,3764,Hilti Services,231,11,2
4894,67,LLC,1,98761266,11-2017,2,9777,3014,Contractor Services,68,9,1
4895,97,LLC,2,98761266,11-2017,2,9738,3576,Fastners Firestop Strut,549,16,3
4896,34,LLC,1,98761267,11-2017,2,2971,1819,Power Tools,878,12,3
4897,94,LLC,2,98761267,11-2017,1,6691,4636,Hilti Services,290,4,1
4898,86,LLC,2,98761267,11-2017,1,6834,2518,Contractor Services,590,23,1
4899,52,LLC,3,98761267,11-2017,4,5382,1916,Fastners Firestop Strut,27,24,1
4900,37,LLC,1,98761268,11-2017,3,8325,3938,Power Tools,755,8,3
4901,71,LLC,3,98761268,11-2017,4,5843,1001,Hilti Services,219,13,3
4902,98,LLC,3,98761268,11-2017,1,2216,4810,Contractor Services,330,8,1
4903,23,LLC,2,98761268,11-2017,4,2832,4451,Fastners Firestop Strut,872,11,2
4904,44,LLC,3,98761269,11-2017,4,7330,4831,Power Tools,405,16,2
4905,42,LLC,1,98761269,11-2017,1,456,2250,Hilti Services,835,1,2
4906,86,LLC,3,98761269,11-2017,5,1185,2898,Contractor Services,361,7,2
4907,65,LLC,1,98761269,11-2017,1,7357,829,Fastners Firestop Strut,502,14,1
4908,21,LLC,1,98761270,11-2017,2,2034,2033,Power Tools,884,4,1
4909,76,LLC,3,98761270,11-2017,3,4941,2147,Hilti Services,542,20,2
4910,26,LLC,3,98761270,11-2017,3,2091,2333,Contractor Services,669,7,3
4911,73,LLC,1,98761270,11-2017,2,894,3038,Fastners Firestop Strut,676,9,1
4912,97,LLC,3,98761271,11-2017,3,1498,884,Power Tools,526,2,3
4913,99,LLC,2,98761271,11-2017,5,3460,2985,Hilti Services,799,11,1
4914,47,LLC,2,98761271,11-2017,3,5577,882,Contractor Services,886,9,2
4915,41,LLC,2,98761271,11-2017,1,8280,1407,Fastners Firestop Strut,240,24,3
4916,37,LLC,2,98761272,11-2017,5,5684,824,Power Tools,701,11,2
4917,33,LLC,3,98761272,11-2017,4,807,4003,Hilti Services,207,11,1
4918,55,LLC,3,98761272,11-2017,2,4357,2012,Contractor Services,146,12,1
4919,22,LLC,2,98761272,11-2017,4,4061,1907,Fastners Firestop Strut,284,7,2
4920,22,LLC,3,98761273,11-2017,3,3891,4805,Power Tools,358,18,2
4921,93,LLC,1,98761273,11-2017,3,2656,3037,Hilti Services,824,18,2
4922,41,LLC,1,98761273,11-2017,1,9184,3227,Contractor Services,823,19,3
4923,40,LLC,1,98761273,11-2017,1,6096,4060,Fastners Firestop Strut,914,9,2
4924,33,LLC,3,98761274,11-2017,5,2347,1888,Power Tools,765,4,2
4925,64,LLC,3,98761274,11-2017,1,2855,4455,Hilti Services,306,7,3
4926,66,LLC,2,98761274,11-2017,5,8028,4381,Contractor Services,464,10,1
4927,79,LLC,1,98761274,11-2017,3,9053,3189,Fastners Firestop Strut,86,15,3
4928,40,LLC,1,98761275,11-2017,1,2815,3520,Power Tools,544,9,3
4929,76,LLC,3,98761275,11-2017,2,2166,720,Hilti Services,705,15,1
4930,64,LLC,2,98761275,11-2017,2,739,2228,Contractor Services,815,12,1
4931,90,LLC,3,98761275,11-2017,4,3432,826,Fastners Firestop Strut,404,11,3
4932,85,LLC,2,98761276,11-2017,4,4447,1582,Power Tools,655,23,3
4933,44,LLC,1,98761276,11-2017,2,1999,2082,Hilti Services,727,6,2
4934,74,LLC,1,98761276,11-2017,4,7028,740,Contractor Services,842,6,3
4935,42,LLC,1,98761276,11-2017,1,2500,928,Fastners Firestop Strut,989,12,2
4936,37,LLC,2,98761277,11-2017,2,1369,4167,Power Tools,33,24,1
4937,28,LLC,2,98761277,11-2017,4,5464,903,Hilti Services,52,11,1
4938,25,LLC,2,98761277,11-2017,5,2635,3714,Contractor Services,839,13,1
4939,93,LLC,1,98761277,11-2017,2,5042,2503,Fastners Firestop Strut,699,19,2
4940,99,LLC,2,98761278,11-2017,3,1993,2423,Power Tools,902,0,1
4941,29,LLC,1,98761278,11-2017,2,7001,3218,Hilti Services,675,23,2
4942,98,LLC,2,98761278,11-2017,4,6333,3239,Contractor Services,564,17,1
4943,80,LLC,3,98761278,11-2017,3,3295,1010,Fastners Firestop Strut,636,7,1
4944,30,LLC,1,98761279,11-2017,1,6846,4176,Power Tools,638,18,2
4945,65,LLC,1,98761279,11-2017,1,237,4905,Hilti Services,237,14,2
4946,97,LLC,2,98761279,11-2017,1,3316,4840,Contractor Services,423,4,2
4947,68,LLC,2,98761279,11-2017,2,9138,1770,Fastners Firestop Strut,809,5,1
4948,54,LLC,1,98761280,11-2017,3,4092,2058,Power Tools,219,22,1
4949,92,LLC,1,98761280,11-2017,1,5831,730,Hilti Services,758,24,1
4950,97,LLC,1,98761280,11-2017,5,977,2639,Contractor Services,394,9,1
4951,65,LLC,1,98761280,11-2017,5,8606,2993,Fastners Firestop Strut,628,5,1
4952,66,LLC,1,98761281,11-2017,2,9744,1014,Power Tools,686,18,2
4953,39,LLC,2,98761281,11-2017,5,7540,3704,Hilti Services,497,2,3
4954,90,LLC,1,98761281,11-2017,3,7172,2345,Contractor Services,67,15,2
4955,97,LLC,2,98761281,11-2017,4,1153,3583,Fastners Firestop Strut,503,10,2
4956,20,LLC,1,98761282,11-2017,2,2482,2677,Power Tools,957,9,1
4957,59,LLC,3,98761282,11-2017,5,7210,2704,Hilti Services,577,21,3
4958,73,LLC,2,98761282,11-2017,1,367,3765,Contractor Services,853,19,2
4959,30,LLC,2,98761282,11-2017,3,6379,3191,Fastners Firestop Strut,406,14,1
4960,30,LLC,2,98761283,11-2017,3,5360,4046,Power Tools,427,4,1
4961,73,LLC,1,98761283,11-2017,4,1571,3165,Hilti Services,230,20,3
4962,70,LLC,3,98761283,11-2017,2,5332,3586,Contractor Services,691,21,2
4963,52,LLC,1,98761283,11-2017,2,7588,1157,Fastners Firestop Strut,869,10,2
4964,97,LLC,2,98761284,11-2017,2,9696,1555,Power Tools,606,0,2
4965,40,LLC,2,98761284,11-2017,2,581,3485,Hilti Services,577,2,1
4966,45,LLC,2,98761284,11-2017,1,469,922,Contractor Services,698,5,3
4967,61,LLC,3,98761284,11-2017,4,1140,4010,Fastners Firestop Strut,19,2,2
4968,35,LLC,1,98761285,11-2017,5,2498,2180,Power Tools,365,17,3
4969,82,LLC,2,98761285,11-2017,3,4211,3969,Hilti Services,890,15,2
4970,49,LLC,1,98761285,11-2017,2,7522,4715,Contractor Services,244,23,3
4971,91,LLC,1,98761285,11-2017,1,8720,3085,Fastners Firestop Strut,447,6,2
4972,31,LLC,2,98761286,11-2017,5,6891,4341,Power Tools,621,13,3
4973,56,LLC,3,98761286,11-2017,1,5991,1614,Hilti Services,229,18,3
4974,48,LLC,3,98761286,11-2017,4,3217,766,Contractor Services,407,14,2
4975,69,LLC,1,98761286,11-2017,1,3461,4772,Fastners Firestop Strut,35,12,3
4976,24,LLC,3,98761287,11-2017,3,4856,4191,Power Tools,156,5,3
