,BookToMarket,BusinessPosition,BusinessType,Businessvolume,CustomerID,DateTime,EquipmentPrice,HoursUsage,Marketcap,MonthlyMaintenance,Noofdevices,NumberOfEmployees,ProductWeight,Profit,TotalRevenue,category,Rank
1202,0.49,Growth,2,1,98761284,Sep-17,6240,7,9,1149,18,125,867,0.47,3,Contractor Services,2
1203,2.24,Growth,2,3,98761284,Sep-17,6969,11,10,1679,67,125,382,0.12,8,Fastners Firestop Strut,2
1204,2.98,Growth,2,3,98761285,Sep-17,6403,1,10,1824,16,7,237,0.38,6,Power Tools,2
1205,2.49,Growth,2,3,98761285,Sep-17,3479,13,9,3708,70,7,251,0.22,9,Hilti Services,3
1206,2.87,Growth,2,2,98761285,Sep-17,948,3,8,4431,66,7,514,0.9,8,Contractor Services,3
1207,0.43,Growth,2,2,98761285,Sep-17,7090,3,6,999,50,7,751,0.68,6,Fastners Firestop Strut,1
1208,2.62,Growth,2,1,98761286,Sep-17,5424,16,2,1768,27,3500,957,0.86,2,Power Tools,2
1209,0.8,Growth,2,3,98761286,Sep-17,1507,1,6,874,34,3500,998,0.3,9,Hilti Services,3
1210,1.77,Growth,2,3,98761286,Sep-17,5898,14,9,3059,44,3500,593,0.88,4,Contractor Services,1
1211,2.54,Growth,2,3,98761286,Sep-17,4054,9,10,3361,38,3500,249,0.87,10,Fastners Firestop Strut,3
1212,1.08,Growth,2,3,98761287,Sep-17,807,6,8,3467,27,7500,858,0.63,7,Power Tools,3
1213,1.36,Growth,2,1,98761287,Sep-17,8897,16,1,3339,20,7500,817,0.23,1,Hilti Services,1
1214,2.5,Growth,2,2,98761287,Sep-17,2302,3,9,4474,69,7500,460,0.74,5,Contractor Services,3
1215,1.46,Growth,2,3,98761287,Sep-17,6945,16,2,4786,21,7500,999,0.63,3,Fastners Firestop Strut,3
1216,0.37,Growth,2,1,98761288,Sep-17,2123,8,1,4925,64,750,226,0.36,5,Power Tools,3
1217,1.15,Growth,2,2,98761288,Sep-17,3379,10,6,2336,60,750,386,0.73,9,Hilti Services,1
1218,1.2,Growth,2,2,98761288,Sep-17,9227,9,5,3275,42,750,289,0.87,2,Contractor Services,2
1219,0.83,Growth,2,1,98761288,Sep-17,2379,14,4,991,55,750,861,0.42,6,Fastners Firestop Strut,1
1220,2.73,Growth,2,1,98761289,Sep-17,2179,13,9,1621,69,42,889,0.22,10,Power Tools,1
1221,2.33,Growth,2,1,98761289,Sep-17,4441,13,2,3253,30,42,579,0.48,6,Hilti Services,3
1222,2.44,Growth,2,2,98761289,Sep-17,7321,3,7,4328,50,42,851,0.45,6,Contractor Services,1
1223,1.24,Growth,2,2,98761289,Sep-17,3291,14,8,652,68,42,348,0.48,2,Fastners Firestop Strut,3
1224,2.52,Growth,2,2,98761290,Sep-17,7423,8,8,3394,29,350,605,0.49,9,Power Tools,3
1225,1.12,Growth,2,2,98761290,Sep-17,6885,16,6,4156,55,350,204,0.48,3,Hilti Services,3
1226,2.55,Growth,2,3,98761290,Sep-17,8052,10,1,2228,70,350,946,0.9,8,Contractor Services,2
1227,2.74,Growth,2,1,98761290,Sep-17,3166,5,2,4953,16,350,401,0.5,5,Fastners Firestop Strut,2
1228,1.02,Growth,2,2,98761291,Sep-17,6422,1,3,1968,26,350,266,0.59,1,Power Tools,1
1229,2.76,Growth,2,1,98761291,Sep-17,5427,7,7,4335,34,350,389,0.78,4,Hilti Services,1
1230,0.93,Growth,2,3,98761291,Sep-17,4874,4,6,3923,63,350,935,0.48,7,Contractor Services,3
1231,0.49,Growth,2,3,98761291,Sep-17,1449,8,10,1150,28,350,882,0.5,4,Fastners Firestop Strut,2
1232,2.24,Growth,2,1,98761319,Sep-17,4578,8,10,4153,52,170,212,0.31,6,Power Tools,3
1233,0.92,Growth,2,1,98761319,Sep-17,3548,14,8,1049,15,170,546,0.17,2,Hilti Services,2
1234,2.42,Growth,2,1,98761319,Sep-17,8776,10,3,928,36,170,687,0.69,9,Contractor Services,1
1235,1.04,Growth,2,2,98761319,Sep-17,1715,2,6,4016,16,170,336,0.85,7,Fastners Firestop Strut,3
1236,0.6,Growth,2,3,98761320,Sep-17,4277,9,1,1268,32,6,693,1,6,Power Tools,2
1237,1.58,Growth,2,2,98761320,Sep-17,690,6,2,3369,11,6,592,0.32,9,Hilti Services,1
1238,2.69,Growth,2,1,98761320,Sep-17,2981,11,5,614,12,6,408,0.34,1,Contractor Services,3
1239,2.82,Growth,2,3,98761320,Sep-17,5415,11,4,2474,43,6,500,0.87,6,Fastners Firestop Strut,1
1240,0.74,Growth,2,2,98761321,Sep-17,4935,5,5,3035,20,42,668,0.63,4,Power Tools,1
1241,1.55,Growth,2,2,98761321,Sep-17,8293,5,9,1332,36,42,788,0.7,3,Hilti Services,2
1242,0.72,Growth,2,3,98761321,Sep-17,9710,2,1,3894,42,42,545,0.27,7,Contractor Services,1
1243,1.78,Growth,2,2,98761321,Sep-17,1223,14,4,3983,53,42,257,0.38,3,Fastners Firestop Strut,1
1244,2.15,Growth,2,2,98761322,Sep-17,4330,5,6,2929,24,42,622,0.22,7,Power Tools,3
1245,2.96,Growth,2,1,98761322,Sep-17,6902,13,9,2686,59,42,444,0.52,10,Hilti Services,2
1246,1.58,Growth,2,2,98761322,Sep-17,8646,15,9,4593,56,42,838,0.91,8,Contractor Services,2
1247,1.7,Growth,2,2,98761322,Sep-17,5397,15,7,1019,41,42,551,0.11,6,Fastners Firestop Strut,1
1248,1.75,Stable,2,1,98761323,Sep-17,9467,8,9,4677,61,3500,268,0.16,10,Power Tools,1
1249,0.98,Stable,2,3,98761323,Sep-17,2430,6,4,2740,63,3500,323,0.84,8,Hilti Services,3
1250,2.1,Stable,2,2,98761323,Sep-17,2947,6,9,4555,17,3500,587,0.97,10,Contractor Services,2
1251,2.45,Stable,2,2,98761323,Sep-17,1655,4,9,4847,32,3500,139,0.45,5,Fastners Firestop Strut,1
1252,0.81,Growth,2,1,98761353,Sep-17,4570,6,2,3826,20,42,776,0.44,2,Power Tools,3
1253,1.89,Growth,2,1,98761353,Sep-17,4608,11,9,2112,26,42,499,0.42,5,Hilti Services,2
1254,0.49,Growth,2,2,98761353,Sep-17,1011,5,6,2867,59,42,873,0.66,4,Contractor Services,1
1255,1.04,Growth,2,1,98761353,Sep-17,7597,9,7,1664,32,42,788,0.35,5,Fastners Firestop Strut,3
1256,2.27,Decline,2,1,98761354,Sep-17,9639,15,3,1499,35,3400,189,0.35,4,Power Tools,2
1257,2.31,Decline,2,2,98761354,Sep-17,6785,2,8,2952,14,3400,951,0.28,3,Hilti Services,3
1258,2.97,Decline,2,1,98761354,Sep-17,2084,15,5,4756,56,3400,327,0.17,4,Contractor Services,2
1259,1.93,Decline,2,1,98761354,Sep-17,6690,7,1,4825,24,3400,686,0.82,7,Fastners Firestop Strut,3
1260,2.82,Decline,2,1,98761355,Sep-17,7520,14,2,1377,49,12000,449,0.53,1,Power Tools,1
1261,1.75,Decline,2,3,98761355,Sep-17,4171,11,5,882,33,12000,610,0.85,9,Hilti Services,3
1262,2.93,Decline,2,3,98761355,Sep-17,6238,10,9,687,57,12000,779,0.18,3,Contractor Services,2
1263,0.4,Decline,2,1,98761355,Sep-17,9612,8,7,1491,68,12000,629,0.37,3,Fastners Firestop Strut,1
1264,2.78,Decline,2,2,98761356,Sep-17,3458,11,1,552,22,170,968,0.17,5,Power Tools,2
1265,2.49,Decline,2,1,98761356,Sep-17,8827,2,2,2489,21,170,364,0.82,7,Hilti Services,1
1266,0.83,Decline,2,1,98761356,Sep-17,3573,4,3,2054,43,170,259,0.43,7,Contractor Services,3
1267,0.45,Decline,2,3,98761356,Sep-17,8288,2,3,581,67,170,870,0.26,5,Fastners Firestop Strut,2
1268,1.74,Decline,2,2,98761357,Sep-17,6461,7,8,1295,15,800,301,0.46,7,Power Tools,3
1269,2.03,Decline,2,2,98761357,Sep-17,4425,16,10,3128,41,800,479,0.67,4,Hilti Services,3
1270,0.34,Decline,2,1,98761357,Sep-17,1645,15,7,2697,25,800,752,0.91,3,Contractor Services,1
1271,2.59,Decline,2,2,98761357,Sep-17,7419,13,2,1648,13,800,676,0.81,9,Fastners Firestop Strut,1
1272,2.51,Decline,2,1,98761358,Sep-17,4065,5,7,975,22,170,368,0.24,9,Power Tools,1
1273,1.23,Decline,2,2,98761358,Sep-17,6641,11,5,4516,55,170,582,0.82,9,Hilti Services,1
1274,1.48,Decline,2,1,98761358,Sep-17,5440,15,7,1913,25,170,764,0.67,2,Contractor Services,1
1275,1.61,Decline,2,1,98761358,Sep-17,3433,6,7,4355,13,170,201,0.24,8,Fastners Firestop Strut,3
1276,2.27,Stable,2,1,98761359,Sep-17,8317,12,7,907,14,170,305,0.58,2,Power Tools,2
1277,0.64,Stable,2,2,98761359,Sep-17,3884,6,9,1650,37,170,105,0.88,1,Hilti Services,1
1278,2.06,Stable,2,1,98761359,Sep-17,6342,14,6,4732,53,170,264,0.59,1,Contractor Services,2
1279,0.93,Stable,2,3,98761359,Sep-17,6980,5,10,4364,26,170,613,0.54,9,Fastners Firestop Strut,1
1280,1.21,Decline,2,2,98761360,Sep-17,5987,12,3,1811,62,12000,846,0.92,3,Power Tools,1
1281,1.44,Decline,2,2,98761360,Sep-17,451,12,7,1018,13,12000,553,0.71,5,Hilti Services,3
1282,1.02,Decline,2,2,98761360,Sep-17,6489,11,9,3487,69,12000,326,0.6,4,Contractor Services,1
1283,0.37,Decline,2,3,98761360,Sep-17,622,14,4,3129,55,12000,808,0.48,4,Fastners Firestop Strut,3
1284,2.25,Decline,2,1,98761361,Sep-17,6685,5,6,615,11,400,681,0.33,7,Power Tools,3
1285,2.46,Decline,2,1,98761361,Sep-17,3015,12,10,3890,52,400,525,0.3,6,Hilti Services,3
1286,2.89,Decline,2,3,98761361,Sep-17,3162,6,9,549,16,400,237,0.39,10,Contractor Services,1
1287,0.61,Decline,2,1,98761361,Sep-17,5725,11,6,2010,49,400,899,0.98,5,Fastners Firestop Strut,1
1288,0.62,Decline,2,1,98761362,Sep-17,720,16,7,1697,64,33,914,0.19,2,Power Tools,2
1289,0.68,Decline,2,2,98761362,Sep-17,7010,2,3,4508,41,33,101,0.96,4,Hilti Services,1
1290,2.16,Decline,2,3,98761362,Sep-17,1024,1,10,2706,50,33,393,0.24,7,Contractor Services,1
1291,2.18,Decline,2,2,98761362,Sep-17,7208,8,8,2385,13,33,641,0.31,10,Fastners Firestop Strut,3
1292,2.06,Decline,2,1,98761363,Sep-17,8781,14,3,4162,59,400,397,0.76,10,Power Tools,1
1293,1.04,Decline,2,3,98761363,Sep-17,1397,4,1,1257,44,400,940,0.21,7,Hilti Services,1
1294,0.7,Decline,2,1,98761363,Sep-17,5646,16,6,2412,63,400,431,0.34,9,Contractor Services,1
1295,1.25,Decline,2,1,98761363,Sep-17,8139,14,7,3684,27,400,970,0.44,10,Fastners Firestop Strut,1
1296,0.89,Decline,2,3,98761364,Sep-17,7036,9,4,2638,35,175,201,0.13,6,Power Tools,1
1297,0.87,Decline,2,1,98761364,Sep-17,3858,12,1,1058,56,175,691,0.76,5,Hilti Services,1
1298,1.24,Decline,2,1,98761364,Sep-17,5798,6,3,1206,47,175,181,0.2,5,Contractor Services,1
1299,1.23,Decline,2,3,98761364,Sep-17,861,6,6,4479,57,175,637,0.63,7,Fastners Firestop Strut,3
1300,1.84,Decline,2,2,98761365,Sep-17,2260,14,5,1460,49,4500,172,0.23,7,Power Tools,3
1301,1.28,Decline,2,3,98761365,Sep-17,6273,2,7,4943,41,4500,308,0.3,10,Hilti Services,2
1302,1.69,Decline,2,3,98761365,Sep-17,5212,2,4,2810,69,4500,188,0.56,6,Contractor Services,1
1303,1.86,Decline,2,3,98761365,Sep-17,6564,6,1,3356,39,4500,848,0.47,2,Fastners Firestop Strut,1
1304,0.39,Decline,2,1,98761366,Sep-17,2129,5,6,3892,45,8,767,0.9,6,Power Tools,3
1305,2.51,Decline,2,2,98761366,Sep-17,5785,11,8,4208,57,8,876,0.16,10,Hilti Services,2
1306,1.25,Decline,2,3,98761366,Sep-17,1643,1,3,3578,40,8,122,0.13,1,Contractor Services,2
1307,2.28,Decline,2,3,98761366,Sep-17,1839,5,9,1499,10,8,430,0.24,2,Fastners Firestop Strut,3
1308,2.8,Decline,2,3,98761367,Sep-17,1901,16,5,604,70,7,945,0.21,3,Power Tools,2
1309,1.8,Decline,2,1,98761367,Sep-17,8004,5,8,1383,32,7,462,1,1,Hilti Services,3
1310,2.35,Decline,2,1,98761367,Sep-17,5189,15,10,947,18,7,559,0.21,2,Contractor Services,2
1311,1.7,Decline,2,3,98761367,Sep-17,4478,10,7,608,25,7,155,0.97,10,Fastners Firestop Strut,2
1312,0.55,Decline,2,1,98761368,Sep-17,8493,12,3,4050,68,7500,289,0.48,3,Power Tools,2
1313,0.48,Decline,2,2,98761368,Sep-17,1645,10,6,4663,45,7500,396,0.98,1,Hilti Services,3
1314,1.51,Decline,2,1,98761368,Sep-17,6586,12,8,3214,63,7500,208,0.36,4,Contractor Services,1
1315,2.28,Decline,2,2,98761368,Sep-17,7725,11,4,520,35,7500,622,0.67,6,Fastners Firestop Strut,3
1316,1.21,Decline,2,1,98761369,Sep-17,9444,16,4,2036,29,175,722,0.71,8,Power Tools,3
1317,2.38,Decline,2,1,98761369,Sep-17,7343,4,5,802,57,175,577,0.77,7,Hilti Services,1
1318,0.61,Decline,2,2,98761369,Sep-17,6672,16,4,2473,18,175,232,0.94,5,Contractor Services,2
1319,1.36,Decline,2,3,98761369,Sep-17,2357,2,1,4382,27,175,852,0.27,6,Fastners Firestop Strut,2
1320,1.14,Decline,2,2,98761370,Sep-17,7530,16,10,2869,66,8,619,0.19,1,Power Tools,1
1321,0.93,Decline,2,1,98761370,Sep-17,5393,10,7,748,24,8,936,0.85,1,Hilti Services,1
1322,2.03,Decline,2,1,98761370,Sep-17,5090,7,6,2519,20,8,425,0.14,5,Contractor Services,3
1323,0.62,Decline,2,1,98761370,Sep-17,8811,10,10,1185,11,8,565,0.87,3,Fastners Firestop Strut,3
1324,1,Decline,2,1,98761371,Sep-17,8186,2,2,2967,46,33,640,0.73,1,Power Tools,3
1325,0.98,Decline,2,1,98761371,Sep-17,5006,6,4,4100,57,33,642,0.46,2,Hilti Services,2
1326,2.79,Decline,2,1,98761371,Sep-17,970,6,8,3843,60,33,899,0.32,7,Contractor Services,2
1327,2.87,Decline,2,1,98761371,Sep-17,9301,12,6,1233,46,33,617,0.3,10,Fastners Firestop Strut,1
1328,1.75,Decline,2,1,98761372,Sep-17,3516,11,2,3421,19,44,290,0.29,5,Power Tools,2
1329,0.44,Decline,2,2,98761372,Sep-17,5200,7,1,4253,64,44,424,0.52,5,Hilti Services,2
1330,0.98,Decline,2,2,98761372,Sep-17,1472,5,9,1625,60,44,594,0.99,10,Contractor Services,2
1331,1.1,Decline,2,1,98761372,Sep-17,1435,9,1,1338,35,44,718,0.5,3,Fastners Firestop Strut,1
1332,1.36,Stable,2,1,98761393,Sep-17,5482,2,4,1149,64,12000,282,0.5,6,Power Tools,3
1333,0.32,Stable,2,3,98761393,Sep-17,8455,13,10,3661,35,12000,594,0.79,1,Hilti Services,3
1334,0.52,Stable,2,3,98761393,Sep-17,7454,6,6,3377,62,12000,389,0.18,3,Contractor Services,3
1335,2.06,Stable,2,2,98761393,Sep-17,9018,12,9,3371,15,12000,797,0.8,6,Fastners Firestop Strut,1
1336,1.31,Stable,2,3,98761394,Sep-17,8111,9,5,4728,47,12000,840,0.24,2,Power Tools,1
1337,2.19,Stable,2,1,98761394,Sep-17,9616,3,1,3014,34,12000,597,0.45,2,Hilti Services,3
1338,2.07,Stable,2,3,98761394,Sep-17,4282,13,9,3583,28,12000,111,0.61,2,Contractor Services,2
1339,1.79,Stable,2,3,98761394,Sep-17,4245,1,6,2525,20,12000,152,0.74,8,Fastners Firestop Strut,1
1340,1.21,Stable,2,2,98761395,Sep-17,8046,13,10,1658,41,450,640,0.65,5,Power Tools,3
1341,0.42,Stable,2,1,98761395,Sep-17,8989,3,7,1874,13,450,645,0.61,10,Hilti Services,2
1342,1.62,Stable,2,1,98761395,Sep-17,2188,15,3,4268,52,450,847,0.66,2,Contractor Services,1
1343,1.8,Stable,2,2,98761395,Sep-17,8058,4,1,3809,41,450,432,0.8,6,Fastners Firestop Strut,3
1344,0.91,Stable,2,1,98761396,Sep-17,6276,15,9,1423,69,3500,242,0.21,9,Power Tools,1
1345,0.97,Stable,2,1,98761396,Sep-17,5207,11,2,4485,69,3500,402,0.95,3,Hilti Services,3
1346,0.94,Stable,2,2,98761396,Sep-17,6190,12,4,3457,24,3500,786,0.64,7,Contractor Services,2
1347,1.17,Stable,2,3,98761396,Sep-17,8507,5,7,1354,30,3500,472,0.26,4,Fastners Firestop Strut,1
1348,2.09,Stable,2,2,98761397,Sep-17,876,14,1,3032,34,3500,872,0.54,7,Power Tools,2
1349,1.72,Stable,2,3,98761397,Sep-17,7215,2,2,2776,12,3500,852,0.51,7,Hilti Services,1
1350,0.92,Stable,2,1,98761397,Sep-17,8399,16,1,1631,18,3500,986,0.59,1,Contractor Services,1
1351,1.6,Stable,2,2,98761397,Sep-17,2458,5,8,4506,43,3500,514,0.38,7,Fastners Firestop Strut,2
1352,0.71,Stable,2,2,98761398,Sep-17,208,7,4,3667,63,3500,703,0.17,2,Power Tools,2
1353,0.49,Stable,2,2,98761398,Sep-17,4868,6,2,3367,66,3500,820,0.74,3,Hilti Services,1
1354,0.74,Stable,2,2,98761398,Sep-17,252,9,7,2398,39,3500,474,0.96,1,Contractor Services,1
1355,1.28,Stable,2,3,98761398,Sep-17,314,8,4,1042,39,3500,326,0.4,10,Fastners Firestop Strut,2
1356,2.78,Stable,2,1,98761399,Sep-17,9476,9,1,1181,16,450,993,0.52,5,Power Tools,1
1357,2.41,Stable,2,3,98761399,Sep-17,9034,12,7,1535,16,450,475,0.35,4,Hilti Services,2
1358,1.98,Stable,2,1,98761399,Sep-17,257,13,5,1465,51,450,527,0.28,5,Contractor Services,3
1359,2.82,Stable,2,3,98761399,Sep-17,816,10,4,2498,67,450,964,0.73,3,Fastners Firestop Strut,2
1360,2.91,Stable,2,2,98761400,Sep-17,3804,5,2,500,40,3500,445,0.59,6,Power Tools,2
1361,1.61,Stable,2,3,98761400,Sep-17,8978,7,8,2887,67,3500,349,0.22,4,Hilti Services,1
1362,0.72,Stable,2,3,98761400,Sep-17,880,5,9,1925,13,3500,647,0.18,1,Contractor Services,2
1363,2.48,Stable,2,2,98761400,Sep-17,6118,4,8,4480,48,3500,316,0.52,6,Fastners Firestop Strut,3
1364,1.66,Growth,2,2,98761401,Sep-17,1063,14,4,1148,25,670,885,0.68,9,Power Tools,3
1365,0.66,Growth,2,1,98761401,Sep-17,3202,15,5,4820,44,670,346,0.18,9,Hilti Services,1
1366,1.58,Growth,2,1,98761401,Sep-17,2907,8,4,1470,27,670,494,0.97,8,Contractor Services,3
1367,0.59,Growth,2,1,98761401,Sep-17,1990,4,2,4985,22,670,951,0.85,5,Fastners Firestop Strut,2
1368,0.32,Growth,2,2,98761402,Sep-17,2392,5,10,4192,19,450,252,0.23,10,Power Tools,3
1369,2.89,Growth,2,1,98761402,Sep-17,8191,2,7,1730,19,450,416,0.24,1,Hilti Services,2
1370,2.44,Growth,2,1,98761402,Sep-17,5158,12,8,4371,47,450,866,0.82,10,Contractor Services,3
1371,1.96,Growth,2,3,98761402,Sep-17,305,8,5,3780,41,450,605,0.17,8,Fastners Firestop Strut,3
1372,0.57,Growth,2,1,98761278,Oct-17,4198,6,5,4796,29,3500,492,0.8,10,Power Tools,1
1373,0.77,Growth,2,2,98761278,Oct-17,7559,3,2,1392,11,3500,950,1,7,Hilti Services,1
1374,1.86,Growth,2,3,98761278,Oct-17,2966,4,10,817,39,3500,796,0.46,4,Contractor Services,2
1375,1.5,Growth,2,3,98761278,Oct-17,2797,5,2,999,34,3500,221,0.9,3,Fastners Firestop Strut,3
1376,1.22,Growth,2,3,98761279,Oct-17,8188,8,2,1599,22,3500,989,0.87,2,Power Tools,1
1377,0.78,Growth,2,2,98761279,Oct-17,1093,11,5,2917,30,3500,434,0.82,1,Hilti Services,1
1378,0.51,Growth,2,3,98761279,Oct-17,7409,12,8,2037,49,3500,548,0.71,4,Contractor Services,1
1379,1.41,Growth,2,3,98761279,Oct-17,5280,10,8,1621,69,3500,608,0.12,1,Fastners Firestop Strut,1
1380,1.49,Growth,2,3,98761280,Oct-17,1246,16,4,741,26,3500,397,0.82,8,Power Tools,3
1381,0.74,Growth,2,2,98761280,Oct-17,3909,12,1,726,42,3500,166,0.31,7,Hilti Services,2
1382,1.32,Growth,2,1,98761280,Oct-17,9716,8,7,3004,34,3500,428,0.12,1,Contractor Services,3
1383,2.51,Growth,2,2,98761280,Oct-17,3642,12,9,1023,17,3500,389,0.78,8,Fastners Firestop Strut,1
1384,2.01,Growth,2,2,98761281,Oct-17,1240,15,3,4150,64,33,816,0.57,8,Power Tools,3
1385,0.7,Growth,2,1,98761281,Oct-17,5294,7,8,3014,64,33,115,0.89,1,Hilti Services,1
1386,1.36,Growth,2,1,98761281,Oct-17,7649,9,4,522,15,33,782,0.76,1,Contractor Services,3
1387,2.47,Growth,2,2,98761281,Oct-17,3646,1,1,864,37,33,579,0.2,10,Fastners Firestop Strut,2
1388,2.05,Growth,2,2,98761282,Oct-17,7094,3,6,2159,50,34,761,0.73,4,Power Tools,3
1389,2.35,Growth,2,1,98761282,Oct-17,7883,8,5,726,61,34,672,0.45,3,Hilti Services,3
1390,0.77,Growth,2,1,98761282,Oct-17,9842,16,6,2309,40,34,114,0.21,10,Contractor Services,2
1391,0.85,Growth,2,1,98761282,Oct-17,7022,5,5,4466,36,34,221,0.46,3,Fastners Firestop Strut,3
1392,2.53,Growth,2,1,98761283,Oct-17,8701,7,7,1728,51,125,663,0.26,2,Power Tools,3
1393,2.65,Growth,2,2,98761283,Oct-17,9815,9,4,4651,50,125,777,0.31,3,Hilti Services,3
1394,1.1,Growth,2,1,98761283,Oct-17,8157,3,2,4828,19,125,331,0.82,10,Contractor Services,2
1395,2.68,Growth,2,2,98761283,Oct-17,5659,10,10,1983,44,125,629,0.81,5,Fastners Firestop Strut,1
1396,1.76,Growth,2,1,98761284,Oct-17,418,2,5,4234,39,125,952,0.16,4,Power Tools,3
1397,2.32,Growth,2,3,98761284,Oct-17,8173,9,1,532,10,125,945,0.21,5,Hilti Services,1
1398,2.11,Growth,2,2,98761284,Oct-17,7426,6,5,4220,19,125,648,0.71,7,Contractor Services,2
1399,1.47,Growth,2,2,98761284,Oct-17,3220,8,9,2502,34,125,108,0.13,5,Fastners Firestop Strut,1
1400,2.16,Growth,2,2,98761285,Oct-17,6897,9,10,1239,21,7,420,0.5,5,Power Tools,3
1401,1.03,Growth,2,1,98761285,Oct-17,6179,6,7,595,18,7,223,0.16,2,Hilti Services,1
1402,0.3,Growth,2,2,98761285,Oct-17,9837,12,1,2356,58,7,574,0.42,10,Contractor Services,2
1403,2.11,Growth,2,3,98761285,Oct-17,2931,11,4,3002,60,7,498,0.39,8,Fastners Firestop Strut,3
1404,0.52,Growth,2,1,98761286,Oct-17,1189,2,6,3787,22,3500,480,0.63,8,Power Tools,3
1405,1.61,Growth,2,3,98761286,Oct-17,9172,15,9,2977,60,3500,261,0.42,8,Hilti Services,2
1406,2.42,Growth,2,3,98761286,Oct-17,7597,1,8,2216,23,3500,439,0.29,6,Contractor Services,2
1407,0.65,Growth,2,1,98761286,Oct-17,489,2,8,568,48,3500,189,0.36,8,Fastners Firestop Strut,3
1408,0.76,Growth,2,1,98761287,Oct-17,942,8,9,880,10,7500,467,0.36,10,Power Tools,1
1409,1.06,Growth,2,2,98761287,Oct-17,230,13,10,4604,67,7500,955,0.21,1,Hilti Services,2
1410,2.01,Growth,2,2,98761287,Oct-17,7499,15,9,3631,59,7500,628,0.7,10,Contractor Services,3
1411,0.83,Growth,2,3,98761287,Oct-17,4607,1,3,2985,13,7500,713,0.86,3,Fastners Firestop Strut,1
1412,2.21,Growth,2,2,98761288,Oct-17,3115,5,8,3318,20,750,774,0.76,8,Power Tools,1
1413,2.42,Growth,2,1,98761288,Oct-17,6784,5,1,1823,69,750,619,0.38,4,Hilti Services,3
1414,2.24,Growth,2,3,98761288,Oct-17,495,14,1,1881,21,750,689,0.77,1,Contractor Services,2
1415,2.06,Growth,2,1,98761288,Oct-17,7264,6,10,4010,69,750,570,0.59,3,Fastners Firestop Strut,3
1416,0.39,Growth,2,1,98761289,Oct-17,8328,5,2,2580,33,42,783,0.7,3,Power Tools,2
1417,2.39,Growth,2,1,98761289,Oct-17,3415,14,1,3248,12,42,754,0.29,9,Hilti Services,3
1418,0.41,Growth,2,1,98761289,Oct-17,1506,12,2,1781,57,42,728,0.95,2,Contractor Services,2
1419,2.47,Growth,2,3,98761289,Oct-17,4547,9,6,1146,62,42,814,0.58,8,Fastners Firestop Strut,2
1420,1.38,Growth,2,3,98761290,Oct-17,8997,3,9,1635,15,350,750,0.84,1,Power Tools,1
1421,1.83,Growth,2,2,98761290,Oct-17,5049,4,8,2508,54,350,297,0.65,6,Hilti Services,3
1422,0.86,Growth,2,3,98761290,Oct-17,7988,2,8,4938,22,350,868,0.86,4,Contractor Services,2
1423,0.73,Growth,2,1,98761290,Oct-17,2214,4,5,1140,55,350,140,0.98,10,Fastners Firestop Strut,3
1424,2.29,Growth,2,3,98761291,Oct-17,3371,8,7,3994,69,350,989,0.36,10,Power Tools,2
1425,2.33,Growth,2,3,98761291,Oct-17,6687,1,3,4155,54,350,593,0.15,7,Hilti Services,2
1426,1.07,Growth,2,1,98761291,Oct-17,842,8,8,3150,47,350,413,0.76,1,Contractor Services,2
1427,2.84,Growth,2,3,98761291,Oct-17,6949,7,6,3877,38,350,558,0.49,3,Fastners Firestop Strut,3
1428,1.24,Growth,2,2,98761319,Oct-17,8565,11,2,2589,45,170,260,0.48,4,Power Tools,2
1429,1.56,Growth,2,3,98761319,Oct-17,9258,12,3,1038,17,170,420,0.98,10,Hilti Services,1
1430,1.05,Growth,2,1,98761319,Oct-17,9348,1,9,4425,19,170,505,0.74,7,Contractor Services,1
1431,2.68,Growth,2,3,98761319,Oct-17,3954,13,7,2598,64,170,148,0.72,8,Fastners Firestop Strut,1
1432,2.7,Growth,2,1,98761320,Oct-17,2356,10,10,691,50,6,428,0.36,4,Power Tools,1
1433,0.88,Growth,2,1,98761320,Oct-17,4434,15,10,1441,12,6,217,0.16,2,Hilti Services,3
1434,2.95,Growth,2,1,98761320,Oct-17,8944,10,9,4624,65,6,563,0.14,10,Contractor Services,1
1435,0.57,Growth,2,3,98761320,Oct-17,2649,1,1,3373,63,6,146,0.4,5,Fastners Firestop Strut,3
1436,2.71,Growth,2,1,98761321,Oct-17,1090,16,5,2334,68,42,562,0.18,1,Power Tools,3
1437,1.14,Growth,2,2,98761321,Oct-17,3367,10,2,1214,50,42,413,0.56,10,Hilti Services,3
1438,1.8,Growth,2,1,98761321,Oct-17,6730,13,6,1973,49,42,642,0.59,2,Contractor Services,2
1439,2.8,Growth,2,2,98761321,Oct-17,1411,9,1,869,16,42,685,0.5,4,Fastners Firestop Strut,2
1440,2.05,Growth,2,2,98761322,Oct-17,4207,8,1,2790,27,42,191,0.61,10,Power Tools,2
1441,1.23,Growth,2,2,98761322,Oct-17,5593,16,3,4224,62,42,152,0.54,7,Hilti Services,1
1442,1.39,Growth,2,1,98761322,Oct-17,4340,13,5,4127,14,42,404,0.29,10,Contractor Services,1
1443,1.02,Growth,2,1,98761322,Oct-17,3963,14,4,4362,45,42,751,0.95,2,Fastners Firestop Strut,3
1444,1.49,Stable,2,3,98761323,Oct-17,3501,3,10,684,20,3500,533,0.71,6,Power Tools,1
